0.0000000000000000e+00	6.8902875883944170e-01	1.3780575176788834e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.2346999999999999e+00	0.0000000000000000e+00
1.0000000000000000e-02	6.8902875883944170e-01	1.3894235176788834e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1365999999999998e+00	0.0000000000000000e+00
2.0000000000000000e-02	6.8902875883944170e-01	1.3998085176788835e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0384999999999998e+00	0.0000000000000000e+00
2.9999999999999999e-02	6.8902875883944170e-01	1.4092125176788834e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.4039999999999968e-01	0.0000000000000000e+00
4.0000000000000001e-02	6.8902875883944170e-01	1.4176355176788835e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.4229999999999960e-01	0.0000000000000000e+00
5.0000000000000003e-02	6.8902875883944170e-01	1.4250775176788835e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.4419999999999953e-01	0.0000000000000000e+00
5.9999999999999998e-02	6.8902875883944170e-01	1.4315385176788835e+00	0.0000000000000000e+00	0.0000000000000000e+00	6.4609999999999945e-01	0.0000000000000000e+00
7.0000000000000007e-02	6.8902875883944170e-01	1.4370185176788834e+00	0.0000000000000000e+00	0.0000000000000000e+00	5.4799999999999938e-01	0.0000000000000000e+00
8.0000000000000002e-02	6.8902875883944170e-01	1.4415175176788835e+00	0.0000000000000000e+00	0.0000000000000000e+00	4.4989999999999936e-01	0.0000000000000000e+00
8.9999999999999997e-02	6.8902875883944170e-01	1.4450355176788834e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.5179999999999934e-01	0.0000000000000000e+00
1.0000000000000001e-01	6.8902875883944170e-01	1.4475725176788834e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.5369999999999931e-01	0.0000000000000000e+00
1.1000000000000000e-01	6.8902875883944170e-01	1.4491285176788833e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.5559999999999929e-01	0.0000000000000000e+00
1.2000000000000000e-01	6.8902875883944170e-01	1.4497035176788833e+00	0.0000000000000000e+00	0.0000000000000000e+00	5.7499999999999274e-02	0.0000000000000000e+00
1.3000000000000000e-01	6.8902875883944170e-01	1.4492975176788834e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.0600000000000747e-02	0.0000000000000000e+00
1.4000000000000001e-01	6.8902875883944170e-01	1.4479105176788833e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.3870000000000077e-01	0.0000000000000000e+00
1.4999999999999999e-01	6.8902875883944170e-01	1.4455425176788834e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.3680000000000079e-01	0.0000000000000000e+00
1.6000000000000000e-01	6.8902875883944170e-01	1.4421935176788834e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3490000000000081e-01	0.0000000000000000e+00
1.7000000000000001e-01	6.8902875883944170e-01	1.4378635176788834e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.3300000000000083e-01	0.0000000000000000e+00
1.7999999999999999e-01	6.8902875883944170e-01	1.4325525176788834e+00	0.0000000000000000e+00	0.0000000000000000e+00	-5.3110000000000079e-01	0.0000000000000000e+00
